Model,SoldPrice,Kilometers,Year,Owner,ConditionScore,Brand,Age,OwnerRank,FuelType_Diesel,FuelType_Petrol,Transmission_AUTOMATIC,Transmission_MANUAL,FeaturesVector
new wagon-r1.0 lxi,5786.39,4681,2019,First Owner,9.8,maruti,7,1,0,1,1,0,"[0.07142857142857145, 0.0044071824910406, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
sx4,2486.39,121434,2012,First Owner,8.2,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.14096550982025058, 0.5499999999999998, 0.0, 0, 1, 1, 0]"
vento highlinetdi,6929.99,78609,2015,First Owner,8.4,volkswagen,11,1,1,0,1,0,"[0.35714285714285715, 0.09087591582375013, 0.6000000000000001, 0.0, 0, 1, 0, 1]"
alto k10,4744.79,28261,2017,First Owner,9.2,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.03198716209261633, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
asta1.2,3706.79,75789,2013,Second Owner,8.8,hyundaii10,13,2,0,1,0,1,"[0.49999999999999994, 0.08757754676198408, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
swift,4599.59,49117,2013,First Owner,9.0,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.056381057536656336, 0.75, 0.0, 0, 1, 1, 0]"
figo1.2 zxi,2699.99,92076,2013,First Owner,8.4,ford,13,1,0,1,0,1,"[0.49999999999999994, 0.10662738254531164, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
baleno delta1.2,6689.99,22676,2018,First Owner,9.2,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.025454753862132848, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
swift,5041.19,64839,2013,Second Owner,8.6,maruti,13,2,1,0,0,1,"[0.49999999999999994, 0.07477004987321163, 0.6499999999999999, 0.5, 0, 1, 1, 0]"
vento highlinetdi,7359.59,65828,2015,First Owner,9.0,volkswagen,11,1,1,0,1,0,"[0.35714285714285715, 0.07592681831366788, 0.75, 0.0, 0, 1, 0, 1]"
ecosport1.5 titanium,6410.39,80990,2014,Second Owner,8.4,ford,12,2,1,0,0,1,"[0.42857142857142855, 0.09366081537554621, 0.6000000000000001, 0.5, 0, 1, 1, 0]"
zen estilo,2421.59,54603,2009,First Owner,8.8,maruti,17,1,0,1,0,1,"[0.7857142857142856, 0.06279767195965229, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
amaze1.5 sxmti,3437.99,75678,2014,Second Owner,8.4,honda,12,2,1,0,0,1,"[0.42857142857142855, 0.08744771734146775, 0.6000000000000001, 0.5, 0, 1, 1, 0]"
xuv3 oo,12891.59,17468,2019,First Owner,9.6,mahindra,7,1,1,0,1,0,"[0.07142857142857145, 0.019363297807637243, 0.8999999999999999, 0.0, 0, 1, 0, 1]"
xuv500 w6,7270.79,98755,2013,First Owner,9.0,mahindra,13,1,1,0,0,1,"[0.49999999999999994, 0.1144393708302533, 0.75, 0.0, 0, 1, 1, 0]"
city vxmt,9931.19,17206,2017,First Owner,9.8,honda,9,1,0,1,0,1,"[0.21428571428571425, 0.01905685358984196, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
swift dzire,5840.39,69157,2013,First Owner,8.8,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.07982053129473851, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
wagon r1.0 lxi,3443.99,227458,2013,First Owner,8.0,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.26497482946730166, 0.5, 0.0, 1, 0, 1, 0]"
kwid rxt1.0 easy-r,3706.79,39822,2016,First Owner,9.0,renault,10,1,0,1,1,0,"[0.28571428571428564, 0.04550930561143809, 0.75, 0.0, 1, 0, 0, 1]"
wagon r1.0,4899.59,43955,2014,First Owner,8.2,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.05034340466543777, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
magna1.4,4793.99,81344,2013,Second Owner,9.0,hyundaii20,13,2,1,0,0,1,"[0.49999999999999994, 0.09407486595989557, 0.75, 0.5, 0, 1, 1, 0]"
ritz,3640.79,36162,2013,First Owner,9.0,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.04122844363765661, 0.75, 0.0, 0, 1, 1, 0]"
ritz vxibs,2184.44,67572,2011,First Owner,8.6,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.07796666074051894, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
ritz,4352.39,95739,2012,First Owner,8.2,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.11091175342235031, 0.5499999999999998, 0.0, 0, 1, 1, 0]"
city smt,2205.59,176404,2008,First Owner,8.2,honda,18,1,0,1,0,1,"[0.857142857142857, 0.2052603138363073, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
city1.5 emt,4115.99,97649,2009,First Owner,8.4,honda,17,1,0,1,1,0,"[0.7857142857142856, 0.11314575516276633, 0.6000000000000001, 0.0, 1, 0, 0, 1]"
swift,3532.79,113003,2012,First Owner,8.4,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.13110432203310532, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
city vxmt,8743.19,26809,2016,First Owner,9.2,honda,10,1,0,1,0,1,"[0.28571428571428564, 0.03028885291613253, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
ritz vxibs,4073.99,50103,2011,First Owner,8.8,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.05753431707385539, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
bolero power+,8806.79,56815,2017,First Owner,9.4,mahindra,9,1,1,0,0,1,"[0.21428571428571425, 0.06538490329462623, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
brio1.2 vmti,3743.99,57282,2013,First Owner,8.8,honda,13,1,0,1,0,1,"[0.49999999999999994, 0.06593112256833004, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
vento highlinetdi,10411.19,34969,2017,Second Owner,9.6,volkswagen,9,2,1,0,1,0,"[0.21428571428571425, 0.039833069775710904, 0.8999999999999999, 0.5, 0, 1, 0, 1]"
etios liva,3922.79,116324,2014,First Owner,8.8,toyota,12,1,1,0,0,1,"[0.42857142857142855, 0.13498867793882344, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
sunny xv,2125.19,131320,2012,First Owner,8.4,nissan,14,1,1,0,0,1,"[0.5714285714285714, 0.15252851568713682, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
swift ldibs,3783.59,39099,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.04466365992645339, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
sportz1.2,4149.59,37127,2010,First Owner,9.0,hyundaii10,16,1,0,1,0,1,"[0.7142857142857142, 0.042357140852055275, 0.75, 0.0, 1, 0, 1, 0]"
magna1.2,2540.39,89090,2011,First Owner,8.4,hyundaii10,15,1,0,1,0,1,"[0.6428571428571428, 0.10313485416998062, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
duster rxz110,9839.99,67447,2019,First Owner,9.0,renault,7,1,1,0,0,1,"[0.07142857142857145, 0.0778204564381357, 0.75, 0.0, 0, 1, 1, 0]"
magna,2420.39,39351,2010,Second Owner,8.6,hyundaii10,16,2,0,1,0,1,"[0.7142857142857142, 0.04495840780005801, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
city vmt,8206.79,32790,2014,First Owner,8.8,honda,12,1,0,1,0,1,"[0.42857142857142855, 0.03728443637656614, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
swift dzire vdibs,3854.39,81509,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.09426785563904146, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
ecosport1.5 titaniumplustivct,11935.19,7407,2019,Second Owner,9.8,ford,7,2,0,1,1,0,"[0.07142857142857145, 0.0075956059174144535, 0.9500000000000002, 0.5, 1, 0, 0, 1]"
kwid climber1.0,5691.59,8709,2017,First Owner,9.8,renault,9,1,0,1,1,0,"[0.21428571428571425, 0.009118469931038355, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
celerio,4274.39,18805,2017,First Owner,9.2,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.020927099025928455, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
alto,1421.99,127175,2009,Second Owner,7.6,maruti,17,2,0,1,0,1,"[0.7857142857142856, 0.14768038102010833, 0.3999999999999999, 0.5, 1, 0, 1, 0]"
etios liva,3163.19,160408,2012,First Owner,9.0,toyota,14,1,1,0,0,1,"[0.5714285714285714, 0.18655084166892794, 0.75, 0.0, 0, 1, 1, 0]"
swift dzire vdibs,3775.19,77954,2012,Second Owner,8.4,maruti,14,2,1,0,0,1,"[0.5714285714285714, 0.09010980527926192, 0.6000000000000001, 0.5, 0, 1, 1, 0]"
magnao,3439.19,66721,2011,First Owner,8.6,hyundaii20,15,1,0,1,0,1,"[0.6428571428571428, 0.0769713018498938, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift,3830.39,90030,2013,First Owner,8.6,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.10423431052390265, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
swift dzire vxi1.2 bs,6375.59,39309,2015,First Owner,8.6,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.04490928315445724, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
tigorrevotron,5702.39,36731,2017,First Owner,9.6,tata,9,1,0,1,0,1,"[0.21428571428571425, 0.04189396562210515, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
ecosport1.5 titanium,6377.99,97654,2014,First Owner,7.4,ford,12,1,1,0,0,1,"[0.42857142857142855, 0.11315160333486166, 0.3500000000000001, 0.0, 0, 1, 1, 0]"
grandi10 magna1.2 kappa,3711.59,51461,2014,First Owner,8.8,hyundai,12,1,0,1,0,1,"[0.42857142857142855, 0.059122680614946986, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
new wagon-rlxicng1.0,5782.79,9704,2019,First Owner,9.6,maruti,7,1,0,1,1,0,"[0.07142857142857145, 0.010282256178009002, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
fortuner3.0 mt,10485.62,126624,2009,Third Owner,8.2,toyota,17,3,1,0,0,1,"[0.7857142857142856, 0.14703591245520298, 0.5499999999999998, 1.0, 0, 1, 1, 0]"
kwid rxt1.0 easy-rat,3929.99,50387,2017,First Owner,8.6,renault,9,1,0,1,1,0,"[0.21428571428571425, 0.05786649324887013, 0.6499999999999999, 0.0, 1, 0, 0, 1]"
vento highline,4988.04,113856,2013,Second Owner,8.6,volkswagen,13,2,0,1,0,1,"[0.49999999999999994, 0.1321020201925686, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
duster85 ps,6536.39,64727,2016,First Owner,8.6,renault,10,1,1,0,0,1,"[0.28571428571428564, 0.07463905081827624, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
alto800,2651.99,72273,2013,First Owner,8.6,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.0834651121445481, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
santro xing gls,3394.79,54368,2011,First Owner,8.6,hyundai,15,1,0,1,0,1,"[0.6428571428571428, 0.06252280787117179, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
alto k10,2189.99,28140,2011,Second Owner,8.2,maruti,15,2,0,1,0,1,"[0.6428571428571428, 0.03184563632790935, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
grandi10 sports1.2,5559.59,9307,2015,First Owner,9.6,hyundai,11,1,0,1,0,1,"[0.35714285714285715, 0.009817911313639809, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
swift zxi,1857.59,72230,2008,First Owner,7.6,maruti,18,1,0,1,0,1,"[0.857142857142857, 0.08341481786452827, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
jetta trendline2.0 l,3706.79,133425,2011,First Owner,8.4,volkswagen,15,1,1,0,0,1,"[0.6428571428571428, 0.1549905961392707, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
terrano xlopt85,5473.19,58233,2014,Second Owner,8.8,nissan,12,2,1,0,1,0,"[0.42857142857142855, 0.0670434449008618, 0.7000000000000002, 0.5, 0, 1, 0, 1]"
ritz,4184.39,146452,2014,First Owner,8.0,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.17022742371644317, 0.5, 0.0, 0, 1, 1, 0]"
series,18644.39,59109,2015,First Owner,9.4,bmw3,11,1,1,0,1,0,"[0.35714285714285715, 0.06806804465196359, 0.8500000000000001, 0.0, 0, 1, 0, 1]"
santro xing xoerlxeuro,2395.19,104893,2007,First Owner,7.6,hyundai,19,1,0,1,0,1,"[0.9285714285714284, 0.12161858689448025, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
ertiga vdi,5943.19,39203,2013,First Owner,9.2,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.044785301906036246, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
elitei201.4 crdiasta,7723.19,54914,2017,First Owner,9.0,hyundai,9,1,1,0,0,1,"[0.21428571428571425, 0.06316142826398181, 0.75, 0.0, 0, 1, 1, 0]"
swift dzire vxi,2110.79,79096,2008,First Owner,8.4,maruti,18,1,0,1,0,1,"[0.857142857142857, 0.09144552778583526, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
wr-v1.2i-vtecvx,8302.79,16683,2017,First Owner,9.4,honda,9,1,0,1,0,1,"[0.21428571428571425, 0.01844513478867045, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
kwid1.0 rxt,3139.19,54717,2016,Second Owner,8.6,renault,10,2,0,1,0,1,"[0.28571428571428564, 0.06293101028342582, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
verna fluidic1.6 crdisxopt,4641.59,95050,2013,Third Owner,8.6,hyundai,13,3,1,0,1,0,"[0.49999999999999994, 0.11010587530761386, 0.6499999999999999, 1.0, 0, 1, 0, 1]"
wagon r1.0,3231.59,94507,2013,First Owner,8.2,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.10947076381806102, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
sportz1.2,4617.59,61842,2013,First Owner,8.6,hyundaii20,13,1,0,1,0,1,"[0.49999999999999994, 0.0712646555192709, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
magnao,3824.83,33023,2013,First Owner,8.8,hyundaii20,13,1,0,1,0,1,"[0.49999999999999994, 0.03755696119620851, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
benz eclass e250,7304.39,32376,2010,Second Owner,8.0,mercedes,16,2,0,1,0,1,"[0.7142857142857142, 0.03680020772707282, 0.5, 0.5, 1, 0, 1, 0]"
alto k10,2139.59,128065,2011,First Owner,8.6,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.14872135565307706, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
eeco5 strwithacplus,2959.19,79616,2016,First Owner,9.4,maruti,10,1,0,1,1,0,"[0.28571428571428564, 0.09205373768374957, 0.8500000000000001, 0.0, 1, 0, 0, 1]"
vento highline,3022.79,80466,2011,First Owner,8.4,volkswagen,15,1,0,1,0,1,"[0.6428571428571428, 0.09304792693995564, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
wagon r1.0,4155.59,6863,2011,First Owner,8.6,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.006959324793442561, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
santro xing,2177.99,67985,2010,First Owner,8.0,hyundai,16,1,0,1,0,1,"[0.7142857142857142, 0.0784497197555932, 0.5, 0.0, 1, 0, 1, 0]"
creta1.6 sxat,16794.36,44510,2018,First Owner,8.4,hyundai,8,1,1,0,1,0,"[0.14285714285714285, 0.05099255176801938, 0.6000000000000001, 0.0, 0, 1, 0, 1]"
wagon r1.0 lxi,2619.59,90201,2012,Second Owner,8.0,maruti,14,2,0,1,0,1,"[0.5714285714285714, 0.10443431800956293, 0.5, 0.5, 1, 0, 1, 0]"
wagon r1.0,3964.78,27325,2014,First Owner,9.2,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.030892384276370574, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
polo highline1.5 l,4409.99,86855,2015,First Owner,8.6,volkswagen,11,1,1,0,0,1,"[0.35714285714285715, 0.10052072124336818, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
swift,4269.59,45589,2013,First Owner,8.2,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.05225458730619157, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
alto800,2908.79,44876,2013,Second Owner,8.6,maruti,13,2,0,1,0,1,"[0.49999999999999994, 0.05142063796539753, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
a62.0 tdipremium,13111.19,91533,2012,Second Owner,9.2,audi,14,2,1,0,1,0,"[0.5714285714285714, 0.10599227105575881, 0.7999999999999998, 0.5, 0, 1, 0, 1]"
wagon r1.0,2059.19,115194,2010,First Owner,8.6,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.13366699104527888, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
celerio,4069.19,31415,2015,Third Owner,9.0,maruti,11,3,0,1,0,1,"[0.35714285714285715, 0.03567618905035042, 0.75, 1.0, 1, 0, 1, 0]"
corolla altis d4 d,6639.17,79126,2013,First Owner,8.4,toyota,13,1,1,0,0,1,"[0.49999999999999994, 0.09148061681840725, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
brio1.2 smti,4936.78,46727,2015,Third Owner,8.6,honda,11,3,0,1,0,1,"[0.35714285714285715, 0.053585631275088655, 0.6499999999999999, 1.0, 1, 0, 1, 0]"
era1.1,1921.19,144628,2010,Second Owner,7.6,hyundaii10,16,2,0,1,0,1,"[0.7142857142857142, 0.16809401053606682, 0.3999999999999999, 0.5, 1, 0, 1, 0]"
alto k10,2660.39,70413,2011,First Owner,8.4,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.08128959212508538, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
jazz1.2 v,6874.79,42651,2016,First Owner,9.0,honda,10,1,0,1,1,0,"[0.28571428571428564, 0.04881820138297573, 0.75, 0.0, 1, 0, 0, 1]"
newsantroasta1.1,6469.19,2099,2018,First Owner,9.8,hyundai,8,1,0,1,1,0,"[0.14285714285714285, 0.0013871864210122484, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
grandi10 sports1.2,5329.19,54472,2017,First Owner,9.2,hyundai,9,1,0,1,0,1,"[0.21428571428571425, 0.06264444985075465, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
alto800,3275.99,28126,2016,Second Owner,9.0,maruti,10,2,0,1,0,1,"[0.28571428571428564, 0.03182926144604242, 0.75, 0.5, 1, 0, 1, 0]"
swift dzire vxi1.2 bs,4003.49,69541,2012,First Owner,9.2,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.08026967091165986, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
scorpio s6,8884.79,27807,2015,First Owner,9.2,mahindra,11,1,1,0,0,1,"[0.35714285714285715, 0.03145614806636038, 0.7999999999999998, 0.0, 0, 1, 1, 0]"
wagon r,1705.4,23030,2009,Second Owner,9.2,maruti,17,2,0,1,0,1,"[0.7857142857142856, 0.025868804446482204, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
city smt,3779.99,70901,2011,Third Owner,8.8,honda,15,3,0,1,0,1,"[0.6428571428571428, 0.08186037372158958, 0.7000000000000002, 1.0, 1, 0, 1, 0]"
ritz,2528.39,24635,2011,First Owner,8.2,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.0277460676890831, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
ignisdelta1.2 k12,6391.19,39254,2017,First Owner,9.2,maruti,9,1,0,1,1,0,"[0.21428571428571425, 0.04484495326140861, 0.7999999999999998, 0.0, 1, 0, 0, 1]"
alto k10,3752.39,15551,2017,Second Owner,9.6,maruti,9,2,0,1,0,1,"[0.21428571428571425, 0.017121108626287764, 0.8999999999999999, 0.5, 1, 0, 1, 0]"
amaze1.2 sati,6940.08,30329,2017,First Owner,9.6,honda,9,1,0,1,1,0,"[0.21428571428571425, 0.03440596607124477, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
swift,4789.19,92498,2014,First Owner,8.4,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.10712096827015748, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
brio1.2 exmti,3037.19,57063,2012,First Owner,8.6,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.06567497263055459, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift dzire vdibs,4548.24,48585,2012,First Owner,9.8,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.05575881202571324, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
baleno delta1.2,7035.59,33849,2018,First Owner,9.6,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.038523079226357004, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
dzire,9057.59,52827,2018,First Owner,9.4,maruti,8,1,1,0,0,1,"[0.14285714285714285, 0.060720401231391115, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
grandi10 sportz1.2 kappa,5637.59,76685,2016,First Owner,8.8,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.0886255392014672, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
innova2.5 vx7 strbs,13871.99,227391,2014,First Owner,8.4,toyota,12,1,1,0,0,1,"[0.42857142857142855, 0.26489646396122424, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
creta1.6 sx(o),10150.79,100803,2015,First Owner,8.4,hyundai,11,1,1,0,1,0,"[0.35714285714285715, 0.11683478212050041, 0.6000000000000001, 0.0, 0, 1, 0, 1]"
swift,5133.59,6073,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.006035313602380439, 0.75, 0.0, 1, 0, 1, 0]"
ecosport1.5 titaniumti,6711.59,44368,2015,First Owner,7.8,ford,11,1,0,1,0,1,"[0.35714285714285715, 0.05082646368051202, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
swift dzire vxi,2777.99,27093,2009,First Owner,8.4,maruti,17,1,0,1,0,1,"[0.7857142857142856, 0.03062102909114727, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
redi go t,2799.59,30380,2016,First Owner,9.2,datsun,10,1,0,1,0,1,"[0.28571428571428564, 0.034465617426617134, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
corolla altis,5159.99,96290,2012,First Owner,8.8,toyota,14,1,0,1,0,1,"[0.5714285714285714, 0.11155622198725566, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
swift,3567.59,108594,2012,First Owner,8.0,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.12594740387944342, 0.5, 0.0, 1, 0, 1, 0]"
creta1.6 sx,9893.99,83869,2015,First Owner,8.4,hyundai,11,1,1,0,1,0,"[0.35714285714285715, 0.09702819286803717, 0.6000000000000001, 0.0, 0, 1, 0, 1]"
scorpio slebs,5009.04,50594,2012,First Owner,8.0,mahindra,14,1,1,0,0,1,"[0.5714285714285714, 0.058108607573616786, 0.5, 0.0, 0, 1, 1, 0]"
sx4,2742.0,48883,2009,Third Owner,8.2,maruti,17,3,0,1,0,1,"[0.7857142857142856, 0.056107363082594904, 0.5499999999999998, 1.0, 1, 0, 1, 0]"
corolla altis1.8,3529.19,73413,2009,Second Owner,9.0,toyota,17,2,0,1,1,0,"[0.7857142857142856, 0.08479849538228332, 0.75, 0.5, 1, 0, 0, 1]"
scorpio,10734.0,48040,2014,First Owner,9.0,mahindra,12,1,1,0,0,1,"[0.42857142857142855, 0.05512136126732228, 0.75, 0.0, 0, 1, 1, 0]"
city vmt,6086.39,34377,2013,First Owner,8.6,honda,13,1,0,1,0,1,"[0.49999999999999994, 0.03914064619962384, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
vento comfortlinemt,3807.59,67198,2014,First Owner,8.6,volkswagen,12,1,0,1,0,1,"[0.42857142857142855, 0.07752921746778826, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
civic1.8 v,3104.39,90284,2010,First Owner,8.6,honda,16,1,0,1,0,1,"[0.7142857142857142, 0.10453139766634541, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
wr-v1.2i-vtecvx,9833.96,18331,2018,First Owner,9.8,honda,8,1,0,1,0,1,"[0.14285714285714285, 0.02037269231129118, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
magna1.1,3428.39,28046,2014,First Owner,9.2,hyundaii10,12,1,0,1,0,1,"[0.42857142857142855, 0.031735690692517145, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
swift,3145.19,96207,2011,First Owner,8.6,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.11145914233047319, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift dzire,5032.79,81824,2014,First Owner,9.8,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.09463629048104724, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
alto800,3979.19,2378,2018,First Owner,9.8,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.001713514423931656, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
alto k10,2037.97,49323,2012,First Owner,8.4,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.05662200222698393, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
grandi10 sportz1.2 kappa,5453.99,30367,2016,First Owner,9.2,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.034450412179169276, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
city zx1.5 vtec,2365.19,139344,2008,First Owner,8.2,honda,18,1,0,1,0,1,"[0.857142857142857, 0.1619136622657222, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
grandi10 sportz1.2 kappa,7016.39,6891,2019,First Owner,9.8,hyundai,7,1,0,1,0,1,"[0.07142857142857145, 0.006992074557176408, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
grandi10 asta1.2 kappa,4972.79,60827,2015,First Owner,9.4,hyundai,11,1,0,1,0,1,"[0.35714285714285715, 0.07007747658391893, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
asta,5473.19,23576,2014,First Owner,8.6,hyundaii20,12,1,0,1,0,1,"[0.42857142857142855, 0.026507424839292228, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
elitei20 asta1.2 dual,9518.39,27247,2018,First Owner,9.2,hyundai,8,1,0,1,0,1,"[0.14285714285714285, 0.030801152791683425, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
new wagon-rlxicng1.0,6363.59,43853,2019,First Owner,9.0,maruti,7,1,0,1,1,0,"[0.07142857142857145, 0.05022410195469304, 0.75, 0.0, 1, 0, 0, 1]"
vento comfortline,4654.79,82081,2014,First Owner,8.4,volkswagen,12,1,1,0,0,1,"[0.42857142857142855, 0.0949368865267472, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
nexonxm,8218.79,8526,2019,First Owner,10.0,tata,7,1,0,1,0,1,"[0.07142857142857145, 0.008904426832349282, 1.0, 0.0, 1, 0, 1, 0]"
vento highline,4071.59,81990,2013,First Owner,8.4,volkswagen,13,1,0,1,0,1,"[0.49999999999999994, 0.09483044979461219, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
city smt,3025.19,30786,2008,First Owner,8.8,honda,18,1,0,1,0,1,"[0.857142857142857, 0.03494048900075792, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
sdrive,8681.99,50513,2011,First Owner,8.0,bmwx1,15,1,1,0,1,0,"[0.6428571428571428, 0.05801386718567244, 0.5, 0.0, 0, 1, 0, 1]"
